ID	City	State	Latitude	Longitude	MeanAnnual Temperature	MeanAnnualPrecipitation	NetPrimaryProductivity	Elevation	Residence	NumberBedroooms
1477	Indianapolis	IN	39.8	-86.2	11.55114679	84.20955657	0.90433828	247.0333405	One-family house detached from any other house	3
1478	Floral Park	NY	40.7	-73.7	11.81796636	92.61200306	2.213204125	23.8580265	One-family house detached from any other house	5
1479	Sarasota	FL	27.4	-82.6	22.97262997	109.2631498	1.576658087	4.21875	One-family house detached from any other house	3
1480	Raleigh	NC	35.7	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1481	brooklyn	NY	40.6	-74.0	11.15	97.4837156	1.916603583	60.80302048	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1482	Charlottesville	VA	38.0	-78.5	12.62285933	80.3851682	1.514006662	400.1588745	One-family house detached from any other house	2
1483	South Bend	IN	41.7	-86.2	9.638685015	78.59510703	1.153429736	234.2583313	One-family house detached from any other house	2
1484	Oldsmar	FL	28.0	-82.7	22.22989297	115.0124618	1.467443971	9.300343513	One-family house detached from any other house	3
1485	Houston	TX	29.7	-95.4	20.45542813	93.55756881	2.567534829	14.17661858	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1486	FORT COLLINS	CO	40.6	-105.1	6.309633028	29.25894495	0.343314657	1983.906616	One-family house detached from any other house	4
1487	Surry	ME	44.5	-68.6	6.596100917	94.21330275	2.259198961	35.62565613	One-family house detached from any other house	2
1488	Fayetteville	AR	36.1	-94.1	14.68279817	94.02966361	1.96903392	379.7380676	One-family house detached from any other house	2
1489	Amherst	NY	43.0	-78.8	8.183027523	78.44388379	1.065982742	285.7919312	One-family house detached from any other house	3
1490	Greensboro	NC	36.1	-79.9	14.56414373	88.55282875	1.67546184	225.6538849	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1491	Jupiter	FL	26.9	-80.1	23.64327217	124.9727829	NA	5.014381886	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1492	Lakewood	CO	39.7	-105.1	6.594877676	32.73715596	0.720737433	2119.006104	One-family house detached from any other house	3
1493	Brooklyn	NY	40.7	-73.9	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	1
1494	San Francisco	CA	37.8	-122.4	14.09617737	41.10183486	1.87041945	115.6696014	"High rise apartment (multiple units, with 5 or more stories)"	2
1495	Austin	TX	30.2	-97.7	20.15902141	63.98692661	0.917398545	210.0549927	One-family house detached from any other house	3
1496	Bear Lake	MI	44.4	-86.1	7.116131498	63.76139144	1.17652181	205.6569519	One-family house detached from any other house	3
1497	Bradenton	FL	27.5	-82.4	22.81444954	104.4943425	1.576658087	10.83112431	One-family house detached from any other house	3
1498	Durham	NC	36.0	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1499	Tucson 	AZ	32.2	-110.8	17.99931193	28.01154434	0.306405209	1157.947266	One-family house detached from any other house	4
1500	Decatur	GA	33.8	-84.3	16.65221713	102.9034404	2.095661718	274.2244568	One-family house detached from any other house	5
1501	Spokane	WA	47.7	-117.4	8.173547401	44.01850153	1.579497278	742.6072388	One-family house detached from any other house	2
1502	Sonoita	AZ	31.7	-110.6	15.73440367	32.40970948	0.340096913	1339.760864	One-family house detached from any other house	3
1503	Winston Salem	NC	36.1	-80.3	14.2883792	90.05229358	2.060455779	275.8555603	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1504	Blacksburg	VA	37.2	-80.4	11.23807339	91.43340979	2.461538455	635.8566895	One-family house detached from any other house	4
1505	Eugene	OR	44.1	-123.1	11.24938838	101.1090214	1.340248341	161.2072296	One-family house detached from any other house	4
1506	Eureka Springs	AR	36.4	-93.7	14.96376147	93.68188073	1.621895818	414.0939026	One-family house detached from any other house	1
1507	Durham	NC	35.9	-79.0	15.40512232	94.05412844	1.698932469	96.75722504	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1508	Pleasanton	CA	37.6	-121.9	13.85175841	44.68448012	1.317724109	247.8677826	One-family house detached from any other house	6 or more
1509	Nashville	TN	36.2	-86.8	15.28486239	101.2087156	1.171221988	187.5155487	Duplex or two-family house (designed for two families)	1
1510	Harrisburg	PA	40.3	-76.9	10.84579511	84.23723242	1.714264089	164.0541687	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1511	Arlington	TX	32.6	-97.2	18.83256881	69.65810398	0.931783768	197.8705597	One-family house detached from any other house	3
1512	Bartow	WV	38.5	-79.8	8.621100917	113.0474006	2.272448509	944.7755737	One-family house detached from any other house	1
1513	Raleigh	NC	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
1514	Baltimore	MD	39.3	-76.6	12.43012232	89.19495413	1.302771058	92.84095764	"High rise apartment (multiple units, with 5 or more stories)"	1
1515	Baltimore	MD	39.4	-76.7	12.43012232	89.19495413	1.041944274	92.84095764	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1516	Goleta	CA	34.4	-119.8	14.03287462	28.1837156	1.6612659	285.3345032	One-family house detached from any other house	2
1517	durham	NC	35.9	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
1518	Moscow	ID	46.7	-117.0	9.845183486	40.09877676	1.686250761	734.6774902	One-family house detached from any other house	3
1519	Gastonia	NC	35.2	-81.2	16.04105505	99.05825688	1.60807844	233.3261108	One-family house detached from any other house	4
1520	Chapel Hill	NC	36.0	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	3
1521	East Liverpool	OH	40.7	-80.6	9.530351682	80.10229358	2.075408838	341.9272156	One-family house detached from any other house	3
1522	Manassas	VA	38.8	-77.5	14.01888379	87.26605505	1.25412629	64.78483582	One-family house detached from any other house	4
1523	Santa Monica	CA	34.0	-118.5	13.37056575	39.35022936	1.220434586	619.3668823	One-family house detached from any other house	4
1524	Mars Hill	NC	35.8	-82.5	10.49357798	112.8490826	2.533086008	790.3125	One-family house detached from any other house	2
1525	Washington	DC	38.9	-77.0	14.01888379	87.26605505	1.81817838	64.78483582	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1526	Tampa	FL	28.0	-82.5	22.15588685	112.4344801	1.448705334	25.95861053	One-family house detached from any other house	3
1527	Lebanon	KY	37.6	-85.3	13.0632263	100.1497706	1.196963965	228.5366669	One-family house detached from any other house	1
1528	pittsboro	NC	35.7	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	3
1529	Cambridge	MA	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1530	Springfield	MO	37.2	-93.2	13.6440367	86.23493884	1.172736221	381.5116577	One-family house detached from any other house	3
1531	Brownsville	TX	26.0	-97.5	23.37308869	50.05955657	NA	3.176342249	One-family house detached from any other house	3
1532	SF	CA	37.8	-122.4	14.09617737	41.10183486	1.87041945	115.6696014	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1533	Richardson	TX	33.0	-96.8	18.8132263	75.17469419	0.778656872	155.8502808	One-family house detached from any other house	3
1534	Durham 	NC	36.0	-79.0	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
1535	Warwick	RI	41.8	-71.4	9.993501529	93.25229358	2.145063591	30.41094589	One-family house detached from any other house	1
1536	Richland	WA	46.3	-119.3	11.28302752	16.49655963	0.91001666	254.5022278	One-family house detached from any other house	4
1537	Tampa	FL	28.1	-82.5	22.22989297	115.0124618	1.448705334	9.300343513	One-family house detached from any other house	4
1538	Lenoir	NC	35.9	-81.6	14.08600917	112.962156	2.611258339	469.4902649	One-family house detached from any other house	3
1539	Somerville	MA	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	"High rise apartment (multiple units, with 5 or more stories)"	2
1540	Belmont	NC	35.2	-81.0	16.04105505	99.05825688	1.29519988	233.3261108	One-family house detached from any other house	4
1541	Pinehurst	NC	35.2	-79.5	15.47018349	99.36460245	2.250870682	103.976387	One-family house detached from any other house	3
1542	Raleigh	NC	35.8	-78.6	15.40512232	94.05412844	2.156420352	96.75722504	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1543	houston	TX	29.7	-95.4	20.45542813	93.55756881	2.567534829	14.17661858	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1544	Lebanon	NH	43.6	-72.2	5.602828746	84.04648318	2.034903087	337.3477783	One-family house detached from any other house	4
1545	State College	PA	40.8	-77.9	9.469877676	80.85925076	2.201847367	372.6585999	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1546	Twin Falls	ID	42.6	-114.5	9.545948012	20.05382263	0.322304665	1234.262207	One-family house detached from any other house	4
1547	Lebanon	NH	43.6	-72.2	5.602828746	84.04648318	2.212068446	337.3477783	One-family house detached from any other house	3
1548	"Centreville, Va."	VA	38.9	-77.5	14.01888379	87.26605505	1.25412629	64.78483582	One-family house detached from any other house	4
1549	Erie	PA	42.1	-80.2	9.101911315	78.14487768	NA	188.9750061	One-family house detached from any other house	4
1550	topeka	KS	39.0	-95.7	12.34373089	72.97117737	0.814619926	316.5869446	One-family house detached from any other house	3
1551	Chapel Hill	NC	35.9	-79.0	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	3
1552	Minneapolis	MN	44.9	-93.3	7.233333333	59.23409786	0.919291337	284.1616516	One-family house detached from any other house	4
1553	bluffton	SC	32.2	-80.9	19.1353211	106.0122324	2.820033317	2.902759552	One-family house detached from any other house	3
1554	Chicago	IL	41.9	-87.6	9.759174312	71.12874618	NA	193.5566711	"High rise apartment (multiple units, with 5 or more stories)"	1
1555	Irvine	CA	33.6	-117.8	16.28264526	34.18035168	1.037212298	232.911026	One-family house detached from any other house	4
1556	PA Furnace	PA	40.7	-77.9	9.469877676	80.85925076	2.201847367	372.6585999	One-family house detached from any other house	3
1557	Pittsboro	NC	35.7	-79.2	14.88906728	97.33899083	1.297092668	136.7336121	One-family house detached from any other house	3
1558	Dallas	TX	32.8	-96.7	18.8132263	75.17469419	0.778656872	155.8502808	One-family house detached from any other house	3
1559	Stratford	NJ	39.8	-75.0	12.40282875	91.6633792	1.464604782	25.62282181	One-family house detached from any other house	4
1560	Blacksburg	VA	37.2	-80.4	11.23807339	91.43340979	2.461538455	635.8566895	One-family house detached from any other house	4
1561	Macomb	IL	40.4	-90.7	11.07255352	75.07316514	0.875189277	189.922226	One-family house detached from any other house	3
1562	Chapel Hill	NC	36.0	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	2
1563	Martin	TN	36.3	-88.9	15.17240061	103.2844801	1.115573896	119.1125031	Duplex or two-family house (designed for two families)	2
1564	Bellevue	WA	47.6	-122.2	11.1014526	79.94380734	2.608986975	84.25081635	"High rise apartment (multiple units, with 5 or more stories)"	2
1565	Austin	TX	30.3	-97.7	20.15902141	63.98692661	0.917398545	210.0549927	One-family house detached from any other house	3
1566	Oviedo	FL	28.7	-81.2	21.99166667	115.6674312	2.853535741	14.28972244	One-family house detached from any other house	4
1567	Tampa	FL	28.1	-82.5	22.15588685	112.4344801	1.448705334	25.95861053	One-family house detached from any other house	3
1568	Nellysford	VA	37.9	-78.9	13.8103211	83.39036697	2.266013008	238.8325043	One-family house detached from any other house	3
1569	Red Bluff	CA	40.2	-122.3	16.75902141	58.58707951	1.407063904	181.367218	One-family house detached from any other house	3
1570	Salisbury	NC	35.7	-80.5	15.24342508	92.16062691	2.060455779	225.508606	One-family house detached from any other house	4
1571	San Francisco	CA	37.7	-122.4	14.09617737	41.10183486	1.87041945	115.6696014	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1572	Fair Oaks	CA	38.6	-121.3	15.52576453	46.77752294	1.623031494	112.7744446	One-family house detached from any other house	4
1573	Kansas City	MO	39.1	-94.6	12.5912844	79.44044343	1.040240765	272.7763977	One-family house detached from any other house	4
1574	Roanoke	VA	37.3	-80.0	13.63547401	88.97614679	2.506019069	358.2038879	One-family house detached from any other house	3
1575	Chapel Hill	NC	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	3
1576	northport	FL	27.0	-82.1	22.81444954	104.4943425	1.550916115	10.83112431	One-family house detached from any other house	3
1577	Bradenton	FL	27.4	-82.6	22.97262997	109.2631498	1.576658087	4.21875	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1578	Menlo Park	CA	37.4	-122.2	13.79136086	51.00313456	2.266391583	253.009201	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1579	State College	PA	40.8	-77.9	9.469877676	80.85925076	2.201847367	372.6585999	One-family house detached from any other house	4
1580	Brandon	FL	27.9	-82.3	22.5954893	103.0805046	1.448705334	23.22707176	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1581	Star	ID	43.7	-116.5	9.471559633	35.03555046	1.093049672	1087.946655	One-family house detached from any other house	3
1582	Baton Rouge	LA	30.4	-91.1	20.1824159	125.0852446	3.003255598	3.574166775	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1583	Sanford	NC	35.5	-79.2	15.47018349	99.36460245	2.250870682	103.976387	One-family house detached from any other house	3
1584	Los Angeles	CA	34.0	-118.3	13.37056575	39.35022936	1.220434586	619.3668823	"High rise apartment (multiple units, with 5 or more stories)"	1
1585	Playa Vista	CA	34.0	-118.4	16.55206422	24.44931193	1.220434586	35.27723312	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1586	San Diego	CA	32.8	-117.1	16.81697248	22.42683486	1.389839487	103.6060028	One-family house detached from any other house	2
1587	Oldsmar	FL	28.0	-82.7	22.22989297	115.0124618	1.467443971	9.300343513	One-family house detached from any other house	3
1589	Redfield 	AR	34.5	-92.2	17.25863914	101.990367	1.094753177	77.32250214	One-family house detached from any other house	3
1590	South Boston	VA	36.7	-78.9	14.30680428	90.14250765	2.022221387	130.8522186	One-family house detached from any other house	5
1591	New Orleans	LA	29.9	-89.9	20.69143731	126.1850917	2.336803457	1.11958468	One-family house detached from any other house	4
1592	Tampa	FL	28.0	-82.5	22.5954893	103.0805046	1.448705334	23.22707176	One-family house detached from any other house	3
1593	Cary	NC	35.8	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
1594	Port Charlotte	FL	27.0	-82.1	22.81444954	104.4943425	1.550916115	10.83112431	One-family house detached from any other house	2
1595	vero beach	FL	27.6	-80.4	22.5911315	108.9124618	NA	4.849117279	One-family house detached from any other house	3
1596	Mount Desert	ME	44.3	-68.4	6.625917431	93.48463303	2.259198961	38.98293686	Duplex or two-family house (designed for two families)	1
1597	Laurel	MD	39.1	-76.8	12.43012232	89.19495413	1.81817838	92.84095764	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
